date,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,year,month,day
2016-03-17,2026.9,2046.24,2022.16,2040.59,16149,2016,3,17
2016-03-18,2041.16,2052.36,2041.16,2049.58,15848,2016,3,18
2016-03-21,2047.88,2053.91,2043.14,2051.6,15497,2016,3,21
2016-03-22,2048.64,2056.6,2040.57,2049.8,14723,2016,3,22
2016-03-23,2048.55,2048.55,2034.86,2036.71,15510,2016,3,23
2016-03-24,2032.48,2036.04,2022.49,2035.94,14935,2016,3,24
2016-03-28,2037.89,2042.67,2031.96,2037.05,14439,2016,3,28
2016-03-29,2035.75,2055.91,2028.31,2055.01,15467,2016,3,29
2016-03-30,2058.27,2072.21,2058.27,2063.95,14980,2016,3,30
2016-03-31,2063.77,2067.92,2057.46,2059.74,14445,2016,3,31
2016-04-01,2056.62,2075.07,2043.98,2072.78,15191,2016,4,1
2016-04-04,2073.19,2074.02,2062.57,2066.13,14891,2016,4,4
2016-04-05,2060.18,2060.18,2042.56,2045.17,15775,2016,4,5
2016-04-06,2045.56,2067.33,2043.09,2066.66,15420,2016,4,6
2016-04-07,2063.01,2063.01,2033.8,2041.91,15943,2016,4,7
2016-04-08,2045.54,2060.63,2041.69,2047.6,15769,2016,4,8
2016-04-11,2051.54,2062.93,2041.88,2041.99,15475,2016,4,11
2016-04-12,2043.76,2065.05,2039.74,2061.72,15607,2016,4,12
2016-04-13,2065.92,2083.18,2065.92,2082.42,16020,2016,4,13
2016-04-14,2082.89,2087.84,2078.13,2082.78,14666,2016,4,14
2016-04-15,2083.1,2083.22,2076.31,2080.73,14180,2016,4,15
2016-04-18,2078.83,2094.66,2073.65,2094.34,14789,2016,4,18
2016-04-19,2096.05,2104.05,2091.68,2100.8,15432,2016,4,19
2016-04-20,2101.52,2111.05,2096.32,2102.4,15115,2016,4,20
2016-04-21,2102.09,2103.78,2088.52,2091.48,16085,2016,4,21
2016-04-22,2091.49,2094.32,2081.2,2091.58,16175,2016,4,22
2016-04-25,2089.37,2089.37,2077.52,2087.79,14855,2016,4,25
2016-04-26,2089.84,2096.87,2085.8,2091.7,14834,2016,4,26
2016-04-27,2092.33,2099.89,2082.31,2095.15,16499,2016,4,27
2016-04-28,2090.93,2099.3,2071.63,2075.81,16579,2016,4,28
2016-04-29,2071.82,2073.85,2052.28,2065.3,17611,2016,4,29
2016-05-02,2067.17,2083.42,2066.11,2081.43,15823,2016,5,2
2016-05-03,2077.18,2077.18,2054.89,2063.37,16274,2016,5,3
2016-05-04,2060.3,2060.3,2045.55,2051.12,16066,2016,5,4
2016-05-05,2052.95,2060.23,2045.77,2050.63,15970,2016,5,5
2016-05-06,2047.77,2057.72,2039.45,2057.14,15660,2016,5,6
